balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_regulation	marginal_cost_contingency	peak_day
system_wide_balancing_area	2020	2020-11-23-04:00	0	0.0	0	0	4.43740130981	0	0.0	0.0	0.0	352.7031432802	357.14054459001	141.97137500388638	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-06:00	0	0.0	0	0	71.82099354	0	0.0	0.0	0.0	366.1173440212	437.9383375612	147.94919643388639	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-08:00	0	39.5444158622	0	0	25.813371200000002	0	0.0	0.0	0.0	366.117344021	459.47513108320004	240.92425654157384	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-10:00	0	28.433860240100003	0	0	25.813371200000002	0	0.0	0.0	0.0	376.93809259110003	459.1853240312	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-12:00	0	91.25259799260002	0	0	15.000000000000002	0	0.0	0.0	0.0	405.7934221104	512.046020103	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-14:00	0	42.3426805589	0	0	15.000000000000002	0	0.0	0.0	0.0	405.7934221107	463.13610266959995	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-16:00	0	0.0	0	0	63.4622880531	0	0.0	0.0	0.0	349.687649734	413.1499377871	208.2648643342489	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-18:00	0	0.0	0	0	16.2368215439	0	0.0	0.0	0.0	326.4412659313	370.6780874752	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-20:00	0	0.0	0	0	22.5049222178	0	0.0	0.0	0.0	366.117344021	388.6222662388	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-22:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	384.7874511658	384.7874511658	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-00:00	0	17.3396354863	0	0	15.000000000000002	0	0.0	0.0	0.0	405.79342211069996	438.13305759699995	137.6848947836344	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-02:00	0	50.9645617069	0	0	15.000000000000002	0	0.0	0.0	0.0	405.7934221107	471.7579838176	144.7579643088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-04:00	0	0.0	0	0	11.5	0	0.0	0.0	0.0	367.884822233	379.384822233	141.12035915712931	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-06:00	0	0.0	0	0	4.69689289792	0	0.0	0.0	0.0	339.28328713810004	343.98018003602	142.8494948038864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-08:00	0.0	0.0	5.943808633478488	0	48.05510377332152	0	0.0	0.0	0.0	326.441265931	408.44017833780003	188.349068448967	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-10:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	353.275322814	460.875322814	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-12:00	0	0.0	0	0	126.19215621868	0	0.0	0.0	0.0	405.7934221107	531.9855783293799	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-14:00	0	0.0	0	0	83.71073544915	0	0.0	0.0	0.0	405.79342211100004	489.50415756015	255.7842783940221	180.0	0.0	0.0	typical
